Message,Category
1Apple/Day=No Doctor. 1Tulsi Leaf/Day=No Cancer. 1Lemon/Day=No Fat. 1Cup Milk/day=No Bone Problms 3 Litres Watr/Day=No Diseases Snd ths 2 Whom U Care..:-),ham
Love you aathi..love u lot..,ham
Do you know when dad will be back?,ham
"Your account password has been reset. If not you, contact support.",Fraud
"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)",ham
Jay is snickering and tells me that x is totally fucking up the chords as we speak,ham
This is a suspicious login attempt. Was this you?,Fraud
I am in a marriage function,ham
Water logging in desert. Geoenvironmental implications.,ham
Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX,spam
"Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records",spam
I just lov this line: \Hurt me with the truth,ham
"Have a lovely night and when you wake up to see this message, i hope you smile knowing all is as should be. Have a great morning",ham
K come to nordstrom when you're done,ham
"Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... '",ham
Hi juan. Im coming home on fri hey. Of course i expect a welcome party and lots of presents. Ill phone u when i get back. Loads of love nicky x x x x x x x x x,ham
God created gap btwn ur fingers so dat sum1 vry special will fill those gaps by holding ur hands.. Now plz dont ask y he created so much gap between legs !!!,ham
i am going to bed now prin,ham
Nope wif my sis lor... Aft bathing my dog then i can bathe... Looks like it's going 2 rain soon.,ham
Hey you gave them your photo when you registered for driving ah? Tmr wanna meet at yck? ,ham
Your OTP is 638088. Do not share it with anyone.,OTP
o turns out i had stereo love on mi phone under the unknown album.,ham
Just sleeping..and surfing,ham
December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update VCo FREE on 08002986906 ,spam
S...i will take mokka players only:),ham
The search 4 happiness is 1 of d main sources of unhappiness! Accept life the way it comes! U will find happiness in every moment u live.,ham
"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Sh!jas",ham
Ya even those cookies have jelly on them,ham
This is a suspicious login attempt. Was this you?,Fraud
Prakesh is there know.,ham
U sure u can't take any sick time?,ham
"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out! ",spam
Your order #5382 has been dispatched.,Logistic
"How's my loverboy doing ? What does he do that keeps him from coming to his Queen, hmmm ? Doesn't he ache to speak to me ? Miss me desparately ?",ham
Any way where are you and what doing.,ham
I am 6 ft. We will be a good combination!,ham
"Good afternon, my love. How are today? I hope your good and maybe have some interviews. I wake and miss you babe. A passionate kiss from across the sea",ham
Yep get with the program. You're slacking.,ham
There bold 2  &lt;#&gt; . Is that yours,ham
Haha... Hope Ì_ can hear the receipt sound... Gd luck!,ham
Yup i thk cine is better cos no need 2 go down 2 plaza mah.,ham
"The word \Checkmate\"" in chess comes from the Persian phrase \""Shah Maat\"" which means; \""the king is dead..\"" Goodmorning.. Have a good day..:)""",ham
Okie but i scared u say i fat... Then u dun wan me already...,ham
There are many company. Tell me the language.,ham
I'm working technical support :)voice process.networking field.,ham
"Nowadays people are notixiquating the laxinorficated opportunity for bambling of entropication.... Have you ever oblisingately opted ur books for the masteriastering amplikater of fidalfication? It is very champlaxigating, i think it is atrocious.. Wotz Ur Opinion???? Junna",ham
I've not sent it. He can send me.,ham
Enter OTP 185242 to proceed with your transaction.,OTP
Ok.,ham
Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. å£1.50 SP:Tyrone,spam
"Good afternoon, my boytoy ... How are you feeling today ? Better I hope? Are you being my good boy? Are you my obedient, slave? Do you please your Queen?",ham
Your OTP is 376975 and is valid for 10 minutes.,OTP
Enter OTP 776527 to proceed with your transaction.,OTP
You need to get up. Now.,ham
You available now? I'm like right around hillsborough &amp;  &lt;#&gt; th,ham
Burger King - Wanna play footy at a top stadium? Get 2 Burger King before 1st Sept and go Large or Super with Coca-Cola and walk out a winner,spam
"Hello lover! How goes that new job? Are you there now? Are you happy? Do you think of me? I wake, my slave and send you a teasing kiss from across the sea",ham
Do you know when the result.,ham
I'm aight. Wat's happening on your side.,ham
But i haf enuff space got like 4 mb...,ham
More people are dogging in your area now. Call 09090204448 and join like minded guys. Why not arrange 1 yourself. There's 1 this evening. Aå£1.50 minAPN LS278BB,spam
Meanwhile in the shit suite: xavier decided to give us  &lt;#&gt;  seconds of warning that samantha was coming over and is playing jay's guitar to impress her or some shit. Also I don't think doug realizes I don't live here anymore,ham
Hello. They are going to the village pub at 8 so either come here or there accordingly. Ok?,ham
I don know account details..i will ask my mom and send you.my mom is out of reach now.,ham
Enter OTP 754082 to proceed with your transaction.,OTP
Did u got that persons story,ham
I am joining today formally.Pls keep praying.will talk later.,ham
I am going to film 2day da. At 6pm. Sorry da.,ham
Where are you call me.,ham
Nooooooo I'm gonna be bored to death all day. Cable and internet outage.,ham
Yeah it's jus rite...,ham
My darling sister. How are you doing. When's school resuming. Is there a minimum wait period before you reapply? Do take care,ham
Up to Ì_... ÌÏ wan come then come lor... But i din c any stripes skirt...,ham
Yes :)it completely in out of form:)clark also utter waste.,ham
Unusual activity detected in your account. Verify immediately.,Fraud
Yes princess! I want to catch you with my big strong hands...,ham
"Your account password has been reset. If not you, contact support.",Fraud
Can you do online transaction?,ham
O. Guess they both got screwd,ham
I am back. Good journey! Let me know if you need any of the receipts. Shall i tell you like the pendent?,ham
I will be outside office take all from there,ham
Oic... Then better quickly go bathe n settle down...,ham
"Û_ we r stayin here an extra week, back next wed. How did we do in the rugby this weekend? Hi to and and , c u soon \""ham""",ham
That means from february to april i'll be getting a place to stay down there so i don't have to hustle back and forth during audition season as i have since my sister moved away from harlem.,ham
Compliments to you. Was away from the system. How your side.,ham
Can not use foreign stamps in this country.,ham
Oh god. I'm gonna Google nearby cliffs now.,ham
"Okey doke. I'm at home, but not dressed cos laying around ill! Speak to you later bout times and stuff. ",ham
Yup,ham
K sure am in my relatives home. Sms me de. Pls:-),ham
Your OTP is 761639 and is valid for 10 minutes.,OTP
ok....take care.umma to you too...,ham
Its worse if if uses half way then stops. Its better for him to complete it.,ham
"Nope, I'm still in the market",ham
Hey... Very inconvenient for your sis a not huh?,ham
You dont know you jabo me abi.,ham
Why you Dint come with us.,ham
Haven't heard anything and he's not answering my texts so I'm guessing he flaked. That said the jb is fantastic,ham
No you'll just get a headache trying to figure it out. U can trust me to do the math. I promise. O:-),ham
Unusual activity detected in your account. Verify immediately.,Fraud
"Haha yeah I see that now, be there in a sec",ham
U are subscribed to the best Mobile Content Service in the UK for å£3 per ten days until you send STOP to 83435. Helpline 08706091795.,spam
Your OTP is 715795. Do not share it with anyone.,OTP
This is a suspicious login attempt. Was this you?,Fraud
"Its ok, called mom instead have fun",ham
Actually getting ready to leave the house.,ham
U are subscribed to the best Mobile Content Service in the UK for å£3 per 10 days until you send STOP to 82324. Helpline 08706091795,spam
I couldn't say no as he is a dying man and I feel sad for him so I will go and I just wanted you to know I would probably be gone late into your night,ham
"GOD ASKED, \What is forgiveness?\"" A little child gave lovely reply",ham
Your OTP is 164173. Do not share it with anyone.,OTP
"Ok omw now, you at castor?",ham
I'm at bruce &amp; fowler now but I'm in my mom's car so I can't park (long story),ham
So is there anything specific I should be doing with regards to jaklin or what because idk what the fuck,ham
Tell me they're female :V how're you throwing in? We're deciding what all to get now,ham
FREE MSG:We billed your mobile number by mistake from shortcode 83332.Please call 08081263000 to have charges refunded.This call will be free from a BT landline,spam
Are there TA jobs available? Let me know please cos i really need to start working,ham
Then mum's repent how?,ham
Your package is out for delivery and will arrive by 6 PM.,Logistic
Unusual activity detected in your account. Verify immediately.,Fraud
You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!,spam
"You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000878. PoBox45W2TG150P",spam
"Your account password has been reset. If not you, contact support.",Fraud
Ok... Take ur time n enjoy ur dinner...,ham
O ic lol. Should play 9 doors sometime yo,ham
meet you in corporation st outside gap Û_ you can see how my mind is working!,ham
Ok cool. See ya then.,ham
You do got a shitload of diamonds though,ham
"Ur balance is now å£600. Next question: Complete the landmark, Big, A. Bob, B. Barry or C. Ben ?. Text A, B or C to 83738. Good luck!",spam
Congratulations YOU'VE Won. You're a Winner in our August å£1000 Prize Draw. Call 09066660100 NOW. Prize Code 2309.,spam
I'm going 4 lunch now wif my family then aft dat i go str 2 orchard lor.,ham
Okie...,ham
In which place do you want da.,ham
"Your account password has been reset. If not you, contact support.",Fraud
Can u get pic msgs to your phone?,ham
Otherwise had part time job na-tuition..,ham
"Mum, i've sent you many many messages since i got here. I just want to know that you are actually getting them. Do enjoy the rest of your day.",ham
Fyi I'm gonna call you sporadically starting at like  &lt;#&gt;  bc we are not not doin this shit,ham
Why you keeping me away like this,ham
\Wen u miss someone,ham
Why must we sit around and wait for summer days to celebrate. Such a magical sight when the worlds dressed in white. Oooooh let there be snow.,ham
Track your shipment here: [tracking_link].,Logistic
"Lol ... Oh no babe, I wont be sliding into your place after midnight, but thanks for the invite",ham
"Did he say how fantastic I am by any chance, or anything need a bigger life lift as losing the will 2 live, do you think I would be the first person 2 die from N V Q? ",ham
I ask if u meeting da ge tmr nite...,ham
"Hi ya babe x u 4goten bout me?' scammers getting smart..Though this is a regular vodafone no, if you respond you get further prem rate msg/subscription. Other nos used also. Beware!",spam
I'm on my way home. Went to change batt 4 my watch then go shop a bit lor.,ham
